date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:40:21	36719/36719	---M--	200	added ('OK')	image/png	date:Tue,%2015%20Oct%202019%2004:03:38%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/wire-frame-1.png	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/wire-frame-1.png	(from http://themebubble.com/demo/webify/app-landing/)
22:40:21	46220/46220	---M--	200	added ('OK')	image/png	date:Tue,%2015%20Oct%202019%2004:03:38%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/04/SDASDASD.png	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/04/SDASDASD.png	(from http://themebubble.com/demo/webify/app-landing/)
22:40:22	1496/1496	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Oct%202019%2004:03:38%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/MV5BYzg2NDY4MjAtZDBjNS00MGRhLWJkZDMtYWJkZDM1NWZiMzgyXkEyXkFqcGdeQXVyMTE1MzA3MTI@._V1_UX172_CR00172256_AL_-50x50.jpg	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/MV5BYzg2NDY4MjAtZDBjNS00MGRhLWJkZDMtYWJkZDM1NWZiMzgyXkEyXkFqcGdeQXVyMTE1MzA3MTI@._V1_UX172_CR00172256_AL_-50x50.jpg	(from http://themebubble.com/demo/webify/app-landing/)
22:40:22	1203/1203	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Oct%202019%2004:03:38%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/MV5BMTc2Mjc1MDE4MV5BMl5BanBnXkFtZTcwNzAyNDczNA@@._V1_UY256_CR80172256_AL_-50x50.jpg	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/MV5BMTc2Mjc1MDE4MV5BMl5BanBnXkFtZTcwNzAyNDczNA@@._V1_UY256_CR80172256_AL_-50x50.jpg	(from http://themebubble.com/demo/webify/app-landing/)
22:40:23	1902/1902	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Oct%202019%2004:03:38%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/SDkno8aO-50x50.jpg	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/SDkno8aO-50x50.jpg	(from http://themebubble.com/demo/webify/app-landing/)
22:40:23	70954/70954	---M--	200	added ('OK')	image/png	date:Tue,%2015%20Oct%202019%2004:03:38%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/mac.png	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/mac.png	(from http://themebubble.com/demo/webify/app-landing/)
22:40:24	847/847	---M--	200	added ('OK')	image/gif	date:Tue,%2015%20Oct%202019%2004:03:31%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/plugins/contact-form-7/images/ajax-loader.gif	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from http://themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/825aa2124199959ab58cbbd67c138004.css)
22:40:25	16323/16323	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Oct%202019%2004:03:38%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/cta-bg.jpg	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/cta-bg.jpg	(from http://themebubble.com/demo/webify/app-landing/)
22:40:31	225603/225603	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Oct%202019%2004:03:35%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/themes/webify/assets/img/error-bg.jpg	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/themes/webify/assets/img/error-bg.jpg	(from http://themebubble.com/demo/webify/app-landing/)
22:40:34	77703/77703	---M--	200	added ('OK')	image/png	date:Tue,%2015%20Oct%202019%2004:03:38%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/mobile.png	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/mobile.png	(from http://themebubble.com/demo/webify/app-landing/)
22:41:10	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2015%20Oct%202019%2004:06:40%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from http://themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/825aa2124199959ab58cbbd67c138004.css)
22:41:11	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2015%20Oct%202019%2004:06:40%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/825aa2124199959ab58cbbd67c138004.css)
22:41:17	77160/77160	---MCZ	200	added ('OK')	text/html	date:Tue,%2015%20Oct%202019%2004:06:40%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.html	(from http://themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/825aa2124199959ab58cbbd67c138004.css)
22:41:31	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2015%20Oct%202019%2004:03:31%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from http://themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/825aa2124199959ab58cbbd67c138004.css)
22:41:32	1177572/1177572	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2015%20Oct%202019%2004:06:42%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/themes/webify/assets/fonts/iconsmind.eot	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/themes/webify/assets/fonts/iconsmind.eot	(from http://themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/825aa2124199959ab58cbbd67c138004.css)
22:41:32	98024/98024	---MCZ	200	added ('OK')	application/font-woff	date:Tue,%2015%20Oct%202019%2004:06:40%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from http://themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/825aa2124199959ab58cbbd67c138004.css)
22:41:32	1177484/1177484	---MCZ	200	added ('OK')	application/font-woff	date:Tue,%2015%20Oct%202019%2004:06:42%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/themes/webify/assets/fonts/iconsmind.woff	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/themes/webify/assets/fonts/iconsmind.woff	(from http://themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/825aa2124199959ab58cbbd67c138004.css)
22:41:36	70048/70048	---MCZ	200	added ('OK')	text/html	date:Tue,%2015%20Oct%202019%2004:06:40%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.4.0	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons4310.html	(from http://themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/825aa2124199959ab58cbbd67c138004.css)
22:41:43	234446/234446	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2015%20Oct%202019%2004:03:31%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.4.0	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons4310.svg	(from http://themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/825aa2124199959ab58cbbd67c138004.css)
22:41:48	96873/96873	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2015%20Oct%202019%2004:06:34%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/cache/busting/12/demo/webify/app-landing/wp-includes/js/jquery/jquery-1.12.4-wp.js	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/cache/busting/12/demo/webify/app-landing/wp-includes/js/jquery/jquery-1.12.4-wp.js	(from http://themebubble.com/demo/webify/app-landing/)
22:41:49	45596/45596	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202019%2021:39:32%20GMT	http://themebubble.com/demo/webify/app-landing/blog/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/blog/index.html	(from http://themebubble.com/demo/webify/app-landing/)
22:41:49	160400/160400	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2015%20Oct%202019%2004:06:40%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.4.0	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons4310.eot	(from http://themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/825aa2124199959ab58cbbd67c138004.css)
22:41:52	84820/84820	---MCZ	200	added ('OK')	application/font-woff	date:Tue,%2015%20Oct%202019%2004:06:40%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.4.0	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons4310.woff	(from http://themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/825aa2124199959ab58cbbd67c138004.css)
22:41:52	160240/160240	---MCZ	200	added ('OK')	application/font-sfnt	date:Tue,%2015%20Oct%202019%2004:03:31%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.4.0	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons4310.ttf	(from http://themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/825aa2124199959ab58cbbd67c138004.css)
22:42:12	418435/418435	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2015%20Oct%202019%2004:06:35%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/b9a60b8217186e4378ff49f3b5c50a4e.js	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/b9a60b8217186e4378ff49f3b5c50a4e.js	(from http://themebubble.com/demo/webify/app-landing/)
22:42:12	165548/165548	---MCZ	200	added ('OK')	application/font-sfnt	date:Tue,%2015%20Oct%202019%2004:03:31%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from http://themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/825aa2124199959ab58cbbd67c138004.css)
22:42:28	161496/161496	---MCZ	200	added ('OK')	application/font-sfnt	date:Tue,%2015%20Oct%202019%2004:03:35%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/themes/webify/assets/fonts/circular-regular.ttf	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/themes/webify/assets/fonts/circular-regular.ttf	(from http://themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/825aa2124199959ab58cbbd67c138004.css)
22:42:39	623704/623704	---MCZ	200	added ('OK')	text/css	date:Tue,%2015%20Oct%202019%2009:16:20%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/d3fe4f38d26bff5be6eead541c05fb6b.css	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/d3fe4f38d26bff5be6eead541c05fb6b.css	(from http://themebubble.com/demo/webify/app-landing/blog/)
22:42:40	2485/2485	---M-Z	200	added ('OK')	application/json	date:Sat,%2002%20Nov%202019%2003:42:40%20GMT	http://themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fapp-landing%2Fblog%2F	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed3696.json	(from http://themebubble.com/demo/webify/app-landing/blog/)
22:42:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2002%20Nov%202019%2003:42:41%20GMT	http://themebubble.com/demo/webify/app-landing/?p=217	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/indexc094.html	(from http://themebubble.com/demo/webify/app-landing/blog/)
22:42:41	2603/2603	---M-Z	200	added ('OK')	text/xml	date:Sat,%2002%20Nov%202019%2003:42:41%20GMT	http://themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fapp-landing%2Fblog%2F&format=xml	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed4c93	(from http://themebubble.com/demo/webify/app-landing/blog/)
22:42:43	427650/427650	---M--	200	added ('OK')	image/png	date:Tue,%2015%20Oct%202019%2004:03:38%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/07/sss.png	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/07/sss.png	(from http://themebubble.com/demo/webify/app-landing/)
22:42:44	32047/32047	---M-Z	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202019%2003:42:44%20GMT	http://themebubble.com/demo/webify/app-landing/2019/04/15/the-thin-blur-line-between-corporate-lifestyle-other-things/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/2019/04/15/the-thin-blur-line-between-corporate-lifestyle-other-things/index.html	(from http://themebubble.com/demo/webify/app-landing/blog/)
22:42:50	255641/255641	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Oct%202019%2004:03:38%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/07/photo-1511988617509-a57c8a288659.jpg	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/07/photo-1511988617509-a57c8a288659.jpg	(from http://themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/825aa2124199959ab58cbbd67c138004.css)
22:42:51	36993/36993	---M-Z	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202019%2003:42:51%20GMT	http://themebubble.com/demo/webify/app-landing/category/lifestyle/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/category/lifestyle/index.html	(from http://themebubble.com/demo/webify/app-landing/blog/)
22:43:13	204566/204566	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Oct%202019%2004:03:38%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/7lryofj0h9s.jpg	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/7lryofj0h9s.jpg	(from http://themebubble.com/demo/webify/app-landing/blog/)
22:43:13	141686/141686	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Oct%202019%2004:03:38%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/l5dxwlmywmm.jpg	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/l5dxwlmywmm.jpg	(from http://themebubble.com/demo/webify/app-landing/blog/)
22:43:14	31986/31986	---M-Z	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202019%2003:43:14%20GMT	http://themebubble.com/demo/webify/app-landing/2019/04/15/halfway-though-a-decade-more/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/2019/04/15/halfway-though-a-decade-more/index.html	(from http://themebubble.com/demo/webify/app-landing/blog/)
22:43:14	37728/37728	---M-Z	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202019%2003:43:14%20GMT	http://themebubble.com/demo/webify/app-landing/author/developmentthemebubble/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/author/developmentthemebubble/index.html	(from http://themebubble.com/demo/webify/app-landing/blog/)
22:43:15	31062/31062	---M-Z	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202019%2003:43:15%20GMT	http://themebubble.com/demo/webify/app-landing/2019/04/15/how-to-live-a-balanced-life-like-everyone/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/2019/04/15/how-to-live-a-balanced-life-like-everyone/index.html	(from http://themebubble.com/demo/webify/app-landing/blog/)
22:43:16	31364/31364	---M-Z	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202019%2003:43:16%20GMT	http://themebubble.com/demo/webify/app-landing/2019/04/15/there-will-be-a-time-when-it-all-goes-against-you/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/2019/04/15/there-will-be-a-time-when-it-all-goes-against-you/index.html	(from http://themebubble.com/demo/webify/app-landing/blog/)
22:43:23	255399/255399	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Oct%202019%2004:03:38%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/rujyuxwj3s0.jpg	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/rujyuxwj3s0.jpg	(from http://themebubble.com/demo/webify/app-landing/blog/)
22:43:23	30938/30938	---M-Z	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202019%2003:43:23%20GMT	http://themebubble.com/demo/webify/app-landing/2019/04/15/smashing-dreams-more-of-it/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/2019/04/15/smashing-dreams-more-of-it/index.html	(from http://themebubble.com/demo/webify/app-landing/blog/)
22:43:38	1177408/1177408	---MCZ	200	added ('OK')	application/font-sfnt	date:Tue,%2015%20Oct%202019%2004:03:35%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/themes/webify/assets/fonts/iconsmind.ttf	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/themes/webify/assets/fonts/iconsmind.ttf	(from http://themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/825aa2124199959ab58cbbd67c138004.css)
22:43:38	149291/149291	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Oct%202019%2004:03:38%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/mcsdtbwxuzu.jpg	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/mcsdtbwxuzu.jpg	(from http://themebubble.com/demo/webify/app-landing/blog/)
22:43:39	166682/166682	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Oct%202019%2004:03:38%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/gd6hkygugi8.jpg	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/gd6hkygugi8.jpg	(from http://themebubble.com/demo/webify/app-landing/blog/)
22:43:40	31110/31110	---M-Z	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202019%2003:43:40%20GMT	http://themebubble.com/demo/webify/app-landing/2019/04/15/the-life-hack-you-might-think-you-know/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/2019/04/15/the-life-hack-you-might-think-you-know/index.html	(from http://themebubble.com/demo/webify/app-landing/blog/)
